barcode,desc,acost,adate,cat_type,locname,dept
0026-0004542300006  ,CISCO IP PHONE 7821                                         ,6000,07/16/2020,TELEPHONE                                         ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0006774100001  ,WELDING MACHINE YAMATO 300 AMP                              ,6870,06/02/2021,MACHINE                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0006832100001  ,HP NOTEBOOK 14S-CF2500TU                                    ,2699,06/25/2021,LAPTOP                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0006800600001  ,HAMMER DRILL MAKITA NHP1300S                                ,1016,08/02/2021,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0006800700001  ,MITER SAW MAKITA 1018L                                      ,2501,08/02/2021,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0007000800001  ,MAKITA TRIMMER (MODEL: M3700M)                              ,3107,09/11/2021,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0007047200001  ,GRINDER MAKITA 9553B Ø 100MM                                ,3080,10/12/2021,GRINDER                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0007075500001  ,798 PUNCHING MACHINE                                        ,1800,10/20/2021,OFFICE EQUIPMENT                                  ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0006878700001  ,900 PUNCHING MACHINE                                        ,1800,10/01/2021,OTHERS                                            ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0072-0006200400004  ,BERLIN HAND PALLET TRUCK 3 TONS                             ,1339,08/02/2021,PALLET TRUCK                                      ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0004333600001  ,CELLPHONE NOKIA 150                                         ,1419,01/10/2022,CELLPHONE                                         ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0003207700001  ,PRINTER EPSON LQ-310                                        ,1549,04/07/2022,PRINTER                                           ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0007552800001  ,MAKITA HAND DRILL 6501                                      ,6200,05/04/2022,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0007662200001  ,MAKITA HAND DRILL NHP1300S                                  ,1016,08/05/2022,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0007662200002  ,MAKITA HAND DRILL NHP1300S                                  ,1016,08/05/2022,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0006706600001  ,THERMAL SCANNER STAND                                       ,2696,08/01/2022,STAND                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0007869500001  ,GLASS PALLET                                                ,2511,08/01/2022,PALLET                                            ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0007552800002  ,MAKITA HAND DRILL 6501                                      ,6200,11/22/2022,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300001  ,MAKITA MIGHTERSAW LS1040                                    ,1500,11/22/2022,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008190300002  ,MAKITA MIGHTERSAW LS1040                                    ,1500,11/22/2022,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008325900001  ,MAKITA HAMMER DRILL NHP1320S                                ,9100,01/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008325900002  ,MAKITA HAMMER DRILL NHP1320S                                ,9100,01/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008325900003  ,MAKITA HAMMER DRILL NHP1320S                                ,9100,01/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0026-0003869900066  ,CISCO UC PHONE 7821                                         ,8482,11/22/2022,TELEPHONE                                         ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0008509100001  ,CELLPHONE OPPO A17K (CPH2471) 3/64GB                        ,5999,02/21/2023,CELLPHONE                                         ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0008466100001  ,SANWA ANALOG MULTI-TESTER YX360TRF                          ,2053,02/06/2023,MULTI-TESTER                                      ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200001  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,03/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200002  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,03/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200003  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,03/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200004  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,03/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008418800001  ,RUIJIE 24 PORT GIGABIT L2 MANAGED POE SWITCH                ,1776,03/01/2023,SWITCH                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0008418800002  ,RUIJIE 24 PORT GIGABIT L2 MANAGED POE SWITCH                ,1776,03/01/2023,SWITCH                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0008418800003  ,RUIJIE 24 PORT GIGABIT L2 MANAGED POE SWITCH                ,1776,03/01/2023,SWITCH                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0008496900001  ,ABLEREX ""MSII10000RT"" 10KVA UPS                             ,8928,03/07/2023,UPS                                               ,ALTURAS GLASS                 ,AG-ADMIN                                          
0028-0008518800001  ,HAND PALLET POWER 5 TONS                                    ,5000,03/22/2023,PALLET TRUCK                                      ,ALTURAS GLASS                 ,AG-ADMIN                                          
0110-0007280000001  ,DRY TYPE TRANSFORMER 50KVA                                  ,1200,03/15/2023,TRANSFORMER                                       ,MFI-PIGGERY                   ,PIGGERY-ENGINEERING                               
0110-0007280000002  ,DRY TYPE TRANSFORMER 50KVA                                  ,1200,03/15/2023,TRANSFORMER                                       ,MFI-PIGGERY                   ,PIGGERY-ENGINEERING                               
0110-0007280000003  ,DRY TYPE TRANSFORMER 50KVA                                  ,1200,03/15/2023,TRANSFORMER                                       ,MFI-PIGGERY                   ,PIGGERY-ENGINEERING                               
0108-0006774100002  ,WELDING MACHINE YAMATO 300A                                 ,6115,04/28/2023,MACHINE                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0006774100003  ,WELDING MACHINE YAMATO 300A                                 ,6115,04/28/2023,MACHINE                                           ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008273800001  ,DOWELL DESK FAN                                             ,1269,05/30/2023,FAN                                               ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008273800002  ,DOWELL DESK FAN                                             ,1269,05/30/2023,FAN                                               ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008509100002  ,CELLPHONE OPPO A17K (CPH2471) 3/64GB                        ,5999,06/06/2023,CELLPHONE                                         ,ALTURAS GLASS                 ,AG-SALES                                          
0108-0007552800003  ,MAKITA HAND DRILL 6501                                      ,6200,07/06/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200006  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,07/06/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200007  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,07/06/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200008  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,07/06/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200009  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,07/06/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008369200010  ,MAKITA HAMMER DRILL HP1630K                                 ,5130,07/06/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008583900001  ,MAKITA CORDLESS DRILL DF333DWYE                             ,7500,07/06/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0009054200001  ,HYDRAULIC JACK 5TONS                                        ,3200,08/14/2023,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0009054200002  ,HYDRAULIC JACK 5TONS                                        ,3200,08/14/2023,TOOLS                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008851500001  ,MAKITA CORDLESS HAMMER DRILL DHP 453 SFX8                   ,1209,09/01/2023,DRILL                                             ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0008166400001  ,EPSON LQ310 DOT MATRIX PRINTER                              ,1499,09/05/2023,PRINTER                                           ,ALTURAS GLASS                 ,AG-SALES                                          
0108-0008166400002  ,EPSON LQ310 DOT MATRIX PRINTER                              ,1499,09/05/2023,PRINTER                                           ,ALTURAS GLASS                 ,AG-SALES                                          
0108-0008166400003  ,EPSON LQ310 DOT MATRIX PRINTER                              ,1499,09/05/2023,PRINTER                                           ,ALTURAS GLASS                 ,AG-SALES                                          
0108-0008509100003  ,CELLPHONE OPPO A17K (CPH2471) 3/64GB                        ,5999,09/06/2023,CELLPHONE                                         ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0009188100001  ,DELL POWER EDGE T550 SERVER                                 ,3080,10/13/2023,SERVER                                            ,ALTURAS GLASS                 ,AG-ADMIN                                          
0108-0008166400004  ,EPSON LQ310 DOT MATRIX PRINTER                              ,1524,10/25/2023,PRINTER                                           ,ALTURAS GLASS                 ,AG-SALES                                          
0108-0008689400001  ,MAKITA TRIMMER 3710                                         ,4517,10/27/2023,MACHINE TOOLS                                     ,ALTURAS GLASS                 ,AG-PRODUCTION                                     
0108-0009228800001  ,CELLPHONE OPPO A17 (CPH2477) 4/64GB                         ,7999,11/20/2023,CELLPHONE                                         ,ALTURAS GLASS                 ,AG-SALES                                          
