barcode,desc,acost,adate,cat_type,locname,dept
0122-0009974200001  ,EPSON LQ-310 DOT MATRIX PRINTER                             ,13795,04/16/2025,PRINTER                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0009897300001  ,BIOMETRICS ZKTECO K30                                       ,7600 ,07/09/2025,BIOMETRICS                                        ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0011340200001  ,CELLPHONE SAMSUNG GALAXY A06                                ,5724 ,08/28/2025,CELLPHONE                                         ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0011033700001  ,SAND WASHER VIBRATOR MOTOR M:MVG10000/1                     ,27495,08/27/2025,MACHINE MOTOR                                     ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0011298300001  ,SAND WASHER SLURRY PUMP                                     ,41650,08/27/2025,PUMP                                              ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0010976800001  ,ACER ASPIRE LITE AL14-32P-30XX                              ,23500,09/29/2025,LAPTOP                                            ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012848200001  ,KOMATSU BACKHOE CEX-10 M:PC200-8                            ,53871,05/20/2008,VEHICLE                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0000212300001  ,HINO FYIEUSM DUMPTRUCK DT-51 CS#:J0I196 PL#:KAP-6929        ,74786,09/06/2023,VEHICLE                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0006763300001  ,KOMATSU HYDRAULIC EXCAVATOR CEX-34 M:PC210-10M0             ,72000,09/08/2022,VEHICLE                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0007594900001  ,HINO FS1ELSD DUMPTRUCK DT-31 CS#:JM3417 PL#:KAB-5255        ,50900,04/02/2018,VEHICLE                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012848200002  ,KOMATSU BACKHOE CEX-13 M:PC200-8                            ,56000,02/27/2009,VEHICLE                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012848300001  ,VOLVO HYDRAULIC EXCAVATOR CEX-15 M:EC210B                   ,52500,04/29/2014,VEHICLE                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
0122-0012848600001  ,KOMATSU HYDRAULIC EXCAVATOR CEX-31 M:PC500LC-10R            ,16400,05/21/2022,VEHICLE                                           ,AGGREGATES & CONSTRUCTION MATE,AGGREGATES & CONS.-ADMIN                          
