barcode,desc,acost,adate,cat_type,locname,dept
0071-0004666900001  ,HAND TRUCK 10 X 1 EAGLE                                     ,2550,10/12/2023,HANDTRUCK                                         ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0007968400001  ,CPU SET CORE I3                                             ,1755,10/10/2023,CPU                                               ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0007968400002  ,CPU SET CORE I3                                             ,1755,10/10/2023,CPU                                               ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0008580100001  ,ACER K202HQL 19.5"" LED MONITOR                              ,3550,10/10/2023,MONITOR                                           ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0008580100002  ,ACER K202HQL 19.5"" LED MONITOR                              ,3550,10/10/2023,MONITOR                                           ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0077-0008569700001  ,FCU-1 42BHC600 5.0 TR                                       ,4930,10/18/2023,OTHERS                                            ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0008569700002  ,FCU-1 42BHC600 5.0 TR                                       ,4930,10/18/2023,OTHERS                                            ,ROAST & TOAST FOODLINE INC.   ,AC-JOLLIBEE                                       
0071-0008166300001  ,EPSON ECOTANK L3210 AIO PRINTER                             ,7852,12/07/2023,PRINTER                                           ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0001224100001  ,RICE COOKER(ROSEWOOD BIG)                                   ,7857,11/25/2023,RICE COOKER                                       ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0077-0007472200001  ,EMBRACO COMPRESSOR NUE 2155 GK                              ,9821,01/22/2024,COMPRESSOR                                        ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0071-0006561200001  ,APSOFT POS V750 ALL-IN-ONE (TOUCH   SCREEN) TERMIN          ,5803,01/22/2024,POS                                               ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0077-0009501400001  ,EUROSTAR DJM-40                                             ,7410,01/08/2024,PUMP                                              ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0071-0009459900001  ,BOLZANO WATER PUMP                                          ,2321,12/18/2023,PUMP                                              ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0002067600001  ,HAND TRUCK                                                  ,3930,01/31/2024,HANDTRUCK                                         ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0007477900001  ,TAB SAMSUNG GALAXY A7 LITE (SM-T225)                        ,8473,01/29/2024,TABLET                                            ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008756600001  ,ILLUME ALPHA WHITE (INSECT LIGHT TRAP)                      ,5357,02/13/2024,OTHERS                                            ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008756600002  ,ILLUME ALPHA WHITE (INSECT LIGHT TRAP)                      ,5357,02/13/2024,OTHERS                                            ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0077-0009238900001  ,CELLPHONE REALME C53 RMX3760 6GB/128GB                      ,7141,02/21/2024,CELLPHONE                                         ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0071-0009688500001  ,KONZERT SPEAKER BULILIT DOS                                 ,9299,02/22/2024,SPEAKER                                           ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008532800001  ,ASAHI WALL FAN WF-629 BLACK                                 ,3112,04/13/2023,FAN                                               ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008532800002  ,ASAHI WALL FAN WF-629 BLACK                                 ,3112,04/13/2023,FAN                                               ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008532800003  ,ASAHI WALL FAN WF-629 BLACK                                 ,3112,04/13/2023,FAN                                               ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008532800004  ,ASAHI WALL FAN WF-629 BLACK                                 ,3112,04/13/2023,FAN                                               ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008532800005  ,ASAHI WALL FAN WF-629 BLACK                                 ,3112,04/13/2023,FAN                                               ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008532800006  ,ASAHI WALL FAN WF-629 BLACK                                 ,3112,04/13/2023,FAN                                               ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0008532800007  ,ASAHI WALL FAN WF-629 BLACK                                 ,3112,04/13/2023,FAN                                               ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0077-0000497200001  ,BLENDER OMNI BLEND 1 HEAVY DUTY JTC-767                     ,8839,02/22/2024,BLENDER                                           ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0006561200002  ,APSOFT POS V750 ALL-IN-ONE (TOUCH   SCREEN) TERMIN          ,5357,02/22/2024,POS                                               ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0071-0007472200002  ,EMBRACO COMPRESSOR NUE 2155 GK                              ,1071,02/22/2024,COMPRESSOR                                        ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0009238900002  ,CELLPHONE REALME C53 RMX3760 6GB/128GB                      ,7141,03/06/2024,CELLPHONE                                         ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0000497200002  ,BLENDER OMNI BLEND 1 HEAVY DUTY JTC-767                     ,8839,03/14/2024,BLENDER                                           ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0004589000001  ,BURNER 2 OPEN TOP HIGH PRESSURE TUBULAR BRACING             ,4600,03/19/2024,BURNER                                            ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0007322500001  ,DELONGHI ECAM 110 MAGNIFICA S                               ,4139,03/19/2024,STORE EQUIPMENT                                   ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0077-0007472200003  ,EMBRACO COMPRESSOR NUE 2155 GK                              ,9821,03/19/2024,COMPRESSOR                                        ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0071-0004846300001  ,WOODEN TRAY STAND                                           ,3823,03/19/2024,STAND                                             ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0004846300002  ,WOODEN TRAY STAND                                           ,3823,03/19/2024,STAND                                             ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0009699400001  ,HP LAPTOP 15S-FQ5216TU (8W8R5PA)                            ,3124,04/02/2024,LAPTOP                                            ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0005744600001  ,PUMP BOOSTER 0.14KW 3102561                                 ,2803,02/20/2020,PUMP                                              ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0009974200001  ,EPSON LQ-310 DOT MATRIX PRINTER                             ,1349,05/08/2024,PRINTER                                           ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0071-0000760300001  ,FUJIDENZO USHOWCASE SU110A                                  ,2093,06/19/2024,SHOWCASE                                          ,MARCELA FARMS INCORPORATED    ,SF-PRAWN FARM                                     
0071-0010083600001  ,RICE WARMER                                                 ,5803,06/21/2024,WARMER                                            ,CHARCOAL & CHOP FOODLINE INC. ,ICM-MEALTIME EXPRESS                              
0071-0007444400001  ,PRESSURE COOKER 21QTS                                       ,2300,03/12/2022,PRESSURE COOKER                                   ,MARCELA FARMS INCORPORATED    ,ICM-PRAWN FARM                                    
0077-0005293200001  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200002  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200003  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200004  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200005  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200006  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200007  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200008  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200009  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200010  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200011  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200012  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0005293200013  ,DINING TABLE SET                                            ,3346,07/26/2019,TABLE                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300001  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300002  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300003  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300004  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300005  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300006  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300007  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300008  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300009  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300010  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300011  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300012  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300013  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300014  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300015  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300016  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300017  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300018  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300019  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300020  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300021  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300022  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300023  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300024  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300025  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300026  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300027  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300028  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010161300029  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,2756,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100001  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100002  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100003  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100004  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100005  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100006  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100007  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100008  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100009  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100010  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100011  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100012  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100013  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100014  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100015  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100016  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100017  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162100018  ,ROYCE CHAIR (METAL WIRE) GRAY                               ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600001  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600002  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600003  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600004  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600005  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600006  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600007  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600008  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600009  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600010  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600011  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600012  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600013  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
0077-0010162600014  ,ROYCE CHAIR (METAL WIRE) BLACK                              ,1968,07/26/2019,CHAIR                                             ,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     
