barcode,desc,acost,adate,cat_type,locname,dept
0057-0005458600006  ,KARCHER CLASSIC HIGH-PRESSURE CLEANERS H                    ,56893,12/19/2019,CLEANING DEVICE                                   ,MFI-PIGGERY UNTAGA            ,PIGGERY UNTAGA                                    
0106-0005458600024  ,KARCHER CLASSIC HIGH-PRESSURE CLEANERS HD 6/15-4 C          ,54425,08/03/2021,CLEANING DEVICE                                   ,MFI-PIGGERY UNTAGA            ,PIGGERY UNTAGA                                    
0044-0008325800005  ,COOFONE H81 P 2 SIP LINES I HD VOICE I POE                  ,3405.,02/20/2023,TELECOM                                           ,MFI-PIGGERY UNTAGA            ,PIGGERY UNTAGA                                    
0044-0008325800006  ,COOFONE H81 P 2 SIP LINES I HD VOICE I POE                  ,3405.,02/20/2023,TELECOM                                           ,MFI-PIGGERY UNTAGA            ,PIGGERY UNTAGA                                    
0044-0008325800008  ,COOFONE H81 P 2 SIP LINES I HD VOICE I POE                  ,3405.,02/20/2023,TELECOM                                           ,MFI-PIGGERY UNTAGA            ,PIGGERY UNTAGA                                    
0044-0008325800019  ,COOFONE H81 P 2 SIP LINES I HD VOICE I POE                  ,3405.,02/20/2023,TELECOM                                           ,MFI-PIGGERY UNTAGA            ,PIGGERY UNTAGA                                    
0058-0008698300001  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
0058-0008698300002  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
0058-0008698300003  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
0058-0008698300004  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
0058-0008698300005  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
0058-0008698300006  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
0058-0008698300007  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
0058-0008698300008  ,ONE-PIECE PALLET BLUE OP D4-1012.15 (40X48X6 IN)            ,2950 ,05/30/2023,PALLET                                            ,MARCELA FARMS INCORPORATED    ,MFI-SLAUGHTER HOUSE & MEAT CUTTING PLANT 2        
