barcode,desc,acost,adate,cat_type,locname,dept,status
0000555600004       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600005       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600006       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600007       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600008       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600009       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ENGINEERING                                   ,FA_TRAN             
0000555600010       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600011       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600012       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600013       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600014       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600015       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600016       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600017       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600018       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600019       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600020       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600021       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555600022       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700005       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700006       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-CUSTOMER FINANCIAL SERVICES                   ,FA_TRAN             
0000555700007       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700008       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700009       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700010       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700011       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700012       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700013       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700014       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700015       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700016       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700017       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700018       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700019       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700021       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700022       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555700023       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800001       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800003       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800004       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800005       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800006       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800007       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800008       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800009       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800010       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800011       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800013       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800014       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800015       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000555800017       ,CPU SET                                                     ,     12800.00,01/10/2014,CPU                                               ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000560700001       ,EPSON LQ-300+ PRINTER                                       ,      8900.00,09/13/2004,PRINTER                                           ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000560800001       ,EPSON LQ-300+ PRINTER                                       ,      9060.00,09/19/2007,PRINTER                                           ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000560800002       ,EPSON LQ-300+ PRINTER                                       ,      9060.00,09/19/2007,PRINTER                                           ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000560800003       ,EPSON LQ-300+ PRINTER                                       ,      9060.00,09/19/2007,PRINTER                                           ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000560900001       ,CABINET SHELVES SMALL                                       ,      2650.00,03/25/2008,CABINET                                           ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000560900002       ,CABINET SHELVES SMALL                                       ,      2650.00,03/25/2008,CABINET                                           ,ISLAND CITY MALL                        ,ICM-ACCOUNTING                                    ,                    
0000013800001       ,ACCESORIES CAB SCALE (4698)                                 ,      3350.00,12/21/2009,WEIGHING SCALE                                    ,ISLAND CITY MALL                        ,ICM-SCREENVILLE                                   ,                    
0000079800001       ,DIGITAL WEIGHING SCALE WD-002                               ,     10500.00,03/13/2010,WEIGHING SCALE                                    ,ISLAND CITY MALL                        ,ICM-SUPERMARKET SNACKBAR                          ,FA_TRAN             
0000271300001       ,STEEL LADDER FR.ASC CONST.                                  ,      3399.00,04/09/2010,LADDER                                            ,ISLAND CITY MALL                        ,ICM-SUPERMARKET SNACKBAR                          ,                    
0000560100001       ,PSC HANDHELD SCANNER 6000                                   ,      9180.00,  /  /    ,SCANNER                                           ,ISLAND CITY MALL                        ,ICM-SUPERMARKET SNACKBAR                          ,                    
0000560300001       ,POP CORN MACHINE                                            ,     35000.00,07/03/2006,POP CORN MACHINE                                  ,ISLAND CITY MALL                        ,ICM-SCREENVILLE                                   ,                    
0000560300002       ,POP CORN MACHINE                                            ,     35600.00,07/13/2004,POP CORN MACHINE                                  ,ISLAND CITY MALL                        ,ICM-SCREENVILLE                                   ,                    
0000560400001       ,SS SINKTABLE                                                ,     18730.00,10/13/2004,SINK                                              ,ISLAND CITY MALL                        ,ICM-SUPERMARKET SNACKBAR                          ,                    
0000560600001       ,LA GERMANIA E. STOVE                                        ,      1197.00,10/27/2006,STOVE                                             ,ISLAND CITY MALL                        ,ICM-GROCERY SNACKBAR                              ,                    
0000076100018       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000123400001       ,GLORY BANKNOTE VALUE COUNTER                                ,    225000.00,01/16/2013,COUNTER                                           ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000555600023       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000555600024       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000555700024       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000555700025       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000555700026       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000555700027       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000558400001       ,MOSLER DATA SAFE MODEL 4820-T                               ,     68283.00,05/21/2004,VAULT                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000559000001       ,AVR 500 WATTS                                               ,      1999.75,11/18/2013,AVR                                               ,ISLAND CITY MALL                        ,ICM-ENGINEERING                                   ,FA_TRAN             
0000559100001       ,TELEPHONE DIRECT                                            ,         1.00,  /  /    ,TELEPHONE                                         ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000559300001       ,URA EMERGENCY LIGHT                                         ,         1.00,  /  /    ,EMERGENCY LIGHT                                   ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000559500001       ,ACER LED  MONITOR                                           ,         1.00,  /  /    ,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000559600001       ,DIGITAL VIDEO RECORDER                                      ,         1.00,  /  /    ,CAMERA                                            ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000559700001       ,PENSONIC CASSETE                                            ,         1.00,  /  /    ,RADIO                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000559900001       ,OFFICE TABLE                                                ,         1.00,  /  /    ,TABLE                                             ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000560000001       ,FIRE EXTINGUISHER                                           ,         1.00,  /  /    ,FIRE EXTINGUISHER                                 ,ISLAND CITY MALL                        ,ICM-TREASURY                                      ,                    
0000076100019       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100020       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100021       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100022       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100023       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100024       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100025       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100026       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100027       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100028       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100029       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100030       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000076100031       ,DELL MONITOR                                                ,      5300.00,01/30/2014,MONITOR                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000097800003       ,EPSON PRINTER LQ 312                                        ,     11000.00,11/27/2013,PRINTER                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000097800004       ,EPSON PRINTER LQ 312                                        ,     11000.00,11/27/2013,PRINTER                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000141700007       ,ICM-2B FILING CABINET (5'S)                                 ,      7480.00,07/12/2004,CABINET                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000141700008       ,ICM-2B FILING CABINET (5'S)                                 ,      7480.00,07/12/2004,CABINET                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000141700009       ,ICM-2B FILING CABINET (5'S)                                 ,      7480.00,07/12/2004,CABINET                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000141700010       ,ICM-2B FILING CABINET (5'S)                                 ,      7480.00,07/12/2004,CABINET                                           ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600025       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600026       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600027       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600028       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600029       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600030       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600031       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600032       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600033       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600034       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600035       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600036       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600037       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555600038       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600039       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600040       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555600041       ,STRAIGHT MAIN TABLE WK-AP12                                 ,      3335.00,03/24/2014,TABLE                                             ,ISLAND CITY MALL                        ,ICM-PRAWN FARM                                    ,                    
0000555700028       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
0000555700029       ,STAFF CHAIR DI-701 W/OUT ARM                                ,      3200.00,03/24/2014,CHAIR                                             ,ISLAND CITY MALL                        ,ICM-INTERNAL AUDIT DEPARTMENT                     ,                    
