barcode,desc,acost,adate,cat_type,locname,dept,status
FAD-0047-0008832100001   ,CONDURA CFZR CCF430L-R 15CF                                 ,22857.14000,01/31/2024,FREEZER/CHILLER                                   ,ALTA CITTA                    ,AC-GROCERY SELLING AREA                           ,FAACQ               
FAD-0047-0009676500001   ,COASERCO DUALARM 32-47/SP500                                ,2232.14000 ,02/15/2024,OTHERS                                            ,ALTA CITTA                    ,AC-SECURITY & SAFETY DEPARTMENT                   ,FAACQ               
FAD-0047-0009676500002   ,COASERCO DUALARM 32-47/SP500                                ,2232.14000 ,02/15/2024,OTHERS                                            ,ALTA CITTA                    ,AC-SECURITY & SAFETY DEPARTMENT                   ,FAACQ               
FAD-0047-0009676500003   ,COASERCO DUALARM 32-47/SP500                                ,2232.14000 ,02/15/2024,OTHERS                                            ,ALTA CITTA                    ,AC-SECURITY & SAFETY DEPARTMENT                   ,FAACQ               
FAD-0047-0009676500004   ,COASERCO DUALARM 32-47/SP500                                ,2232.14000 ,02/15/2024,OTHERS                                            ,ALTA CITTA                    ,AC-SECURITY & SAFETY DEPARTMENT                   ,FAACQ               
FAD-0047-0007081500001   ,IP CAM: TURRET TYPE CAMERA 2PM (HIKVISION)                  ,2187.50000 ,02/14/2024,CCTV                                              ,ALTA CITTA                    ,AC-MINISO                                         ,FAACQ               
FAD-0047-0009624600001   ,J15S GOULDS JET BOOSTER PUMP                                ,18750      ,02/27/2024,PUMP                                              ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0009311400001   ,RUIJIE 24 PORTS POE SWITCH WITH SFP PORT                    ,24955.87000,03/12/2024,SWITCH                                            ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009311400002   ,RUIJIE 24 PORTS POE SWITCH WITH SFP PORT                    ,24955.87000,03/12/2024,SWITCH                                            ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009311800001   ,2.8MM 4MP DOME IPC  (HWI-D140H HIKVISION)                   ,2448.60000 ,03/12/2024,CCTV                                              ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009311800002   ,2.8MM 4MP DOME IPC  (HWI-D140H HIKVISION)                   ,2448.60000 ,03/12/2024,CCTV                                              ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009311900001   ,2.8MM 4MP BULLET IPC  (HWI-B140H HIKVISION)                 ,2304.57000 ,03/12/2024,CCTV                                              ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009311900002   ,2.8MM 4MP BULLET IPC  (HWI-B140H HIKVISION)                 ,2304.57000 ,03/12/2024,CCTV                                              ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009701400001   ,32"" LED TV (HIKVISION)                                      ,11443.97000,03/12/2024,TV                                                ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009701400002   ,32"" LED TV (HIKVISION)                                      ,11443.97000,03/12/2024,TV                                                ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009701400003   ,32"" LED TV (HIKVISION)                                      ,11443.97000,03/12/2024,TV                                                ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0003859900001   ,ST. JOSEPH STATUE                                           ,2450       ,04/11/2024,OTHERS                                            ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0007210200001   ,STEEL LOCKER CABINET STANDARD 32 DOORS                      ,15133.93000,05/24/2024,CABINET-STEEL                                     ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0007210200002   ,STEEL LOCKER CABINET STANDARD 32 DOORS                      ,15133.93000,05/24/2024,CABINET-STEEL                                     ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0009602500001   ,DECOR CEILING FAN FAIRWIND                                  ,10267.86000,07/02/2024,FAN                                               ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0009602500002   ,DECOR CEILING FAN FAIRWIND                                  ,10267.86000,07/02/2024,FAN                                               ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0009691400001   ,ZEBRA ZR138 2"" MOBILE PRINTER                               ,9375       ,06/26/2024,PRINTER                                           ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0009691400002   ,ZEBRA ZR138 2"" MOBILE PRINTER                               ,9375       ,06/26/2024,PRINTER                                           ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0009691400003   ,ZEBRA ZR138 2"" MOBILE PRINTER                               ,9375       ,06/26/2024,PRINTER                                           ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0004332800001   ,CURRENT TRANSFORMER 2000:5A 600VOLTS SPLIT TYPE             ,7738.50000 ,08/31/2024,TRANSFORMER                                       ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0004332800002   ,CURRENT TRANSFORMER 2000:5A 600VOLTS SPLIT TYPE             ,7738.50000 ,08/31/2024,TRANSFORMER                                       ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0004332800003   ,CURRENT TRANSFORMER 2000:5A 600VOLTS SPLIT TYPE             ,7738.50000 ,08/31/2024,TRANSFORMER                                       ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0010226500001   ,DEWALT 36V BRUSHLESS CORDLESS IMPACT DRILL                  ,5700       ,07/29/2024,DRILL                                             ,ALTA CITTA                    ,AC-ENGINEERING DEPARTMENT                         ,FAACQ               
FAD-0047-0009145300001   ,ABB AIR CIRCUIT BREAKER                                     ,326764.2900,09/04/2024,CIRCUIT BREAKER                                   ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
FAD-0047-0006470800001   ,DOSATRON D20S INJECTION                                     ,200892.8600,09/16/2024,MACHINE TOOLS                                     ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0007167700001   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007167700002   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007167700003   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007167700004   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007167700005   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007167700006   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007167700007   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007167700008   ,OUTDOOR COMMERCIAL WASTE BIN STAINLESS STEEL 50L            ,5458.26000 ,09/30/2024,TRASH BIN                                         ,ALTA CITTA                    ,AC-GENERAL SERVICES DEPARTMENT                    ,FAACQ               
FAD-0047-0007379900001   ,MITS. FUSO CANTER FE85 CS#:H0G019 PL#:GBF-8852              ,1589285.710,09/30/2024,VEHICLE                                           ,ALTA CITTA                    ,AC-GROCERY SELLING AREA                           ,FAACQ               
FAD-0047-0010390500001   ,FUSO CANTER ALUM. WING VAN BODY PL#:GBF-8852                ,174107.1400,11/11/2024,VEHICLE                                           ,ALTA CITTA                    ,AC-GROCERY SELLING AREA                           ,FAACQ               
FAD-0047-0011074400001   ,BOSCH IMPACT DRILL                                          ,13169.64000,11/27/2024,DRILL                                             ,ALTA CITTA                    ,AC-ENGINEERING DEPARTMENT                         ,FAACQ               
FAD-0047-0008679900001   ,SYNOLOGY 8TB 3.5"" SATA HDD (HAT5310-8T)                     ,19345.24000,01/30/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0008679900002   ,SYNOLOGY 8TB 3.5"" SATA HDD (HAT5310-8T)                     ,19345.24000,01/30/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0008679900003   ,SYNOLOGY 8TB 3.5"" SATA HDD (HAT5310-8T)                     ,19345.24000,01/30/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0008679900004   ,SYNOLOGY 8TB 3.5"" SATA HDD (HAT5310-8T)                     ,19345.24000,01/30/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0008679900005   ,SYNOLOGY 8TB 3.5"" SATA HDD (HAT5310-8T)                     ,19345.24000,01/30/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0008679900006   ,SYNOLOGY 8TB 3.5"" SATA HDD (HAT5310-8T)                     ,19345.24000,01/30/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0007521400001   ,PRINTER BROTHER DCP-T420W                                   ,7366.07000 ,11/15/2024,PRINTER                                           ,ALTA CITTA                    ,AC-MINISO                                         ,FAACQ               
FAD-0047-0010410900001   ,CARRIER A/C FP53CAC012308 1.5 SPLIT TYPE                    ,34732.14000,04/16/2025,AIRCON                                            ,ALTA CITTA                    ,AC-SECURITY & SAFETY DEPARTMENT                   ,FAACQ               
FAD-0047-0011361500001   ,STANLEY WET/DRY VACCUM                                      ,6562.28000 ,04/26/2025,VACUUM                                            ,ALTA CITTA                    ,AC-ENGINEERING DEPARTMENT                         ,FAACQ               
FAD-0047-0008354500001   ,FUJIDENZO CFRZR FC 22GDF2 22CF                              ,30000      ,07/24/2025,FREEZER/CHILLER                                   ,ALTA CITTA                    ,AC-GROCERY SELLING AREA                           ,FAACQ               
FAD-0047-0011086100001   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011086100002   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011086100003   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011086100004   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011086100005   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011086100006   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011086100007   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011086100008   ,EC-LINE KB128 WITH MSR                                      ,5994.99000 ,06/18/2025,OTHERS                                            ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011368000001   ,SUNMI FT2                                                   ,30803.57000,08/05/2025,POS                                               ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011368000002   ,SUNMI FT2                                                   ,30803.57000,08/05/2025,POS                                               ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011596300001   ,DS2208-SR7U2100SGW                                          ,5348.21000 ,08/05/2025,SCANNER                                           ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0011596300002   ,DS2208-SR7U2100SGW                                          ,5348.21000 ,08/05/2025,SCANNER                                           ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0010537600001   ,BIOMETRICS ZKTECO K14                                       ,7410.71000 ,08/07/2025,BIOMETRICS                                        ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0012488300001   ,ASAHI SF PF 631 161N WHT                                    ,2053.57000 ,10/02/2025,FAN                                               ,ALTA CITTA                    ,AC-SECURITY & SAFETY DEPARTMENT                   ,FAACQ               
FAD-0047-0007379900002   ,MITS. FUSO CANTER FE85 CS#:H0G672                           ,1589285.710,10/27/2025,VEHICLE                                           ,ALTA CITTA                    ,AC-GROCERY SELLING AREA                           ,FAACQ               
FAD-0047-0012812900001   ,LG COMPO XBOOM XL7T                                         ,21160.71000,12/04/2025,SPEAKER                                           ,ALTA CITTA                    ,AC-ADMIN                                          ,FAACQ               
FAD-0047-0008679700001   ,RG-S2915-24GT4MS-L                                          ,25000      ,11/27/2025,HUB                                               ,ALTA CITTA                    ,AC-INFORMATION TECHNOLOGY                         ,FAACQ               
FAD-0047-0012610900001   ,FUSO CANTER ALUM. WING VAN BODY CS#:H0G672                  ,223214.2900,11/20/2025,VEHICLE                                           ,ALTA CITTA                    ,AC-GROCERY SELLING AREA                           ,FAACQ               
FAD-0047-0012290900001   ,APC  UPS BV 1000VA AVR UNIVERSAL OUTLET 230V                ,4508.04000 ,12/06/2025,UPS                                               ,ALTA CITTA                    ,AC-MINISO                                         ,FAACQ               
FAD-0026-0004542300026   ,CISCO IP PHONE 7821                                         ,7738.10000 ,10/03/2024,TELEPHONE                                         ,ALTA CITTA                    ,AC-ADMIN                                          ,FA_TRAN             
FAD-0047-0013095500001   ,HERMACO S FILLING CAB 4D CT                                 ,8035.71000 ,03/02/2026,OTHERS                                            ,ALTA CITTA                    ,AC-LEASING DEPARTMENT                             ,FAACQ               
