barcode,desc,acost,adate,cat_type,locname,dept,status
0084-0006040200002  ,LED SOLAR FLOOD LIGHT                                       ,      1500.00,03/16/2020,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040200003  ,LED SOLAR FLOOD LIGHT                                       ,      1500.00,03/16/2020,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040400001  ,LED SHOE BOX (TYPE D)                                       ,      5520.00,03/16/2020,BOX                                               ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040400002  ,LED SHOE BOX (TYPE D)                                       ,      5520.00,03/16/2020,BOX                                               ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040400003  ,LED SHOE BOX (TYPE D)                                       ,      5520.00,03/16/2020,BOX                                               ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040400004  ,LED SHOE BOX (TYPE D)                                       ,      5520.00,03/16/2020,BOX                                               ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040400005  ,LED SHOE BOX (TYPE D)                                       ,      5520.00,03/16/2020,BOX                                               ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0005826200001  ,ERICO SYSTEM 3000 PACKAGE                                   ,    117067.34,05/18/2020,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0005826200002  ,ERICO SYSTEM 3000 PACKAGE                                   ,    117067.34,05/18/2020,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0005826200003  ,ERICO SYSTEM 3000 PACKAGE                                   ,    117067.34,05/18/2020,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006351800001  ,ERICO POTENTIAL EQUALISATION CLAMP OR PE                    ,      7599.33,05/18/2020,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006351800002  ,ERICO POTENTIAL EQUALISATION CLAMP OR PE                    ,      7599.33,05/18/2020,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006351800003  ,ERICO POTENTIAL EQUALISATION CLAMP OR PE                    ,      7599.33,05/18/2020,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006379500001  ,PHICON THERMAL SCANNER                                      ,      2950.00,06/04/2020,SCANNER                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006379500002  ,PHICON THERMAL SCANNER                                      ,      2950.00,06/04/2020,SCANNER                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0003201000001  ,FUEL DISPENSER SANKI                                        ,    245000.00,07/07/2020,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0003201000002  ,FUEL DISPENSER SANKI                                        ,    245000.00,07/07/2020,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0005992500001  ,FUEL TANK 20KL (6MM)                                        ,    270000.00,07/07/2020,TANK                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0005992500002  ,FUEL TANK 20KL (6MM)                                        ,    270000.00,07/07/2020,TANK                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040200004  ,LED SOLAR FLOOD LIGHT                                       ,      1500.00,08/17/2020,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006040200005  ,LED SOLAR FLOOD LIGHT                                       ,      1500.00,08/17/2020,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006434100001  ,CELLPHONE REALME 5I GREEN                                   ,      6990.00,08/19/2020,CELLPHONE                                         ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006437900001  ,DISTRIBUTION TRANSFORMER PHILEC 50KVA 13                    ,    106151.66,09/16/2020,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006438000001  ,DISTRIBUTION TRANSFORMER PHILEC 50KVA 13                    ,    104848.34,09/16/2020,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006473600001  ,CENTRIFUGAL WATER PUMP 3HP                                  ,     29000.00,09/29/2020,WATER PUMP                                        ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0002334900001  ,GOULDS PUMP MODEL: 5SV09F0226T                              ,     35000.00,10/14/2020,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0002461100064       ,PALLET SURROUND TD-A6 W/ CASTOR                             ,      7450.00,05/10/2017,PALLET                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0002461100069       ,PALLET SURROUND TD-A6 W/ CASTOR                             ,      7450.00,05/10/2017,PALLET                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0002461100070       ,PALLET SURROUND TD-A6 W/ CASTOR                             ,      7450.00,05/10/2017,PALLET                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0002461100073       ,PALLET SURROUND TD-A6 W/ CASTOR                             ,      7450.00,05/10/2017,PALLET                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0008-0005433700001  ,EP DIESEL FORKLIFT (BRAND NEW)                              ,    850000.00,07/02/2019,FORKLIFT                                          ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0084-0006551700001  ,LED MONITOR AOC M2470SWH 23.6""                              ,      5800.00,12/02/2020,MONITOR                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006607800001  ,INFARRED THERMOMETER NON-CONTACT                            ,      6000.00,01/20/2021,SCANNER                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006670600001  ,CURRENT TRANSFORMER 25/50:5 15KV                            ,     32362.45,06/17/2021,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006670600002  ,CURRENT TRANSFORMER 25/50:5 15KV                            ,     32362.45,06/17/2021,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006670600003  ,CURRENT TRANSFORMER 25/50:5 15KV                            ,     32362.45,06/17/2021,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006670700001  ,POTENTIAL TRANSFORMER 70:5 8400V:120V                       ,     34304.21,06/17/2021,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006670700002  ,POTENTIAL TRANSFORMER 70:5 8400V:120V                       ,     34304.21,06/17/2021,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006670700003  ,POTENTIAL TRANSFORMER 70:5 8400V:120V                       ,     34304.21,06/17/2021,TRANSFORMER                                       ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006950300001  ,OMNI IP5 LED FLOOD LIGHT 150 WATTS (OUTDOOR)                ,      8999.75,08/19/2021,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006950300002  ,OMNI IP5 LED FLOOD LIGHT 150 WATTS (OUTDOOR)                ,      8999.75,08/19/2021,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006950400001  ,OMNI IP5 LED FLOOD LIGHT 100 WATTS (OUTDOOR)                ,      5999.75,08/19/2021,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006950400002  ,OMNI IP5 LED FLOOD LIGHT 100 WATTS (OUTDOOR)                ,      5999.75,08/19/2021,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0003781600001       ,AGC-T-153 40FTR TRAILER                                     ,    549937.28,02/28/2018,VEHICLE                                           ,LOGISTICS                     ,DELIVERY & TRUCKING                               ,FA_TRAN             
0084-0000296300001  ,UL/FM FIRE PUMP                                             ,   2110000.00,06/09/2021,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0000296300002  ,UL/FM FIRE PUMP                                             ,   2110000.00,06/09/2021,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006544100001  ,JOCKEY PUMP VERTICAL IN LINE                                ,    150000.00,06/09/2021,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006544100002  ,JOCKEY PUMP VERTICAL IN LINE                                ,    150000.00,06/09/2021,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0003913000001  ,WATER CLOSET W/ LAVATORY                                    ,      7300.00,09/24/2021,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0003913000002  ,WATER CLOSET W/ LAVATORY                                    ,      7300.00,09/24/2021,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006741700001  ,UBIQUITY ROCKET 5AC LITE R5AC-LITE                          ,      8165.40,10/13/2021,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006741700002  ,UBIQUITY ROCKET 5AC LITE R5AC-LITE                          ,      8165.40,10/13/2021,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006741800001  ,UBIQUITY EDGE SWITCH ES8-150W                               ,     12154.02,10/13/2021,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006992100001  ,UBIQUITY ROCKET DISH 30DBI                                  ,      8468.30,10/13/2021,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0006992100002  ,UBIQUITY ROCKET DISH 30DBI                                  ,      8468.30,10/13/2021,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0008-0006839600011  ,VERTICAL CABINET 5 DRAWER (BEARING RAIL) 462W X 62          ,     22405.10,09/02/2021,CABINET                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0008-0006839600012  ,VERTICAL CABINET 5 DRAWER (BEARING RAIL) 462W X 62          ,     22405.10,09/02/2021,CABINET                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0084-0006342700001  ,FULL VOLTAGE CONTROLLER                                     ,     17857.14,06/22/2022,CONTROLLER                                        ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007653500001  ,FRANKLIN SUBMERSIBLE DEEP WELL MOTOR                        ,     29464.29,06/22/2022,PUMP                                              ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007656300001  ,CLAYTON MARK CHECK VALVE 1 1/4""                             ,      2857.14,06/22/2022,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007656800001  ,SANITARY WELL SEAL COVER 1 1/4""                             ,      4464.29,06/22/2022,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007850400001  ,COMPUTER PACKAGE                                            ,     23250.00,07/15/2022,COMPUTER                                          ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007850500001  ,COMPUTER MONITOR LED 24"" ( ACER KA240Y)                     ,      8200.00,07/15/2022,MONITOR                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007884900001  ,H.AIRCON 1.0HP # HWTA                                       ,     15525.00,06/20/2022,AIRCON                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007885600001  ,AMERICAN STANDARD 9803.9P                                   ,      5799.00,06/20/2022,TOILET                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007886000001  ,AMERICAN STANDARD 6401 BR                                   ,      8500.00,06/20/2022,INVENTORIABLES                                    ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007934900001  ,RUIJIE REYEE RG-RAP2200 (F)                                 ,      3437.50,08/12/2022,ROUTER                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0005127600001  ,FINGERPRINT TIME ATTENDANCE TERMINAL 3000TC                 ,      9800.00,08/17/2022,OTHERS                                            ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000001  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000002  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000003  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000004  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000005  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000006  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000007  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007716000008  ,LED INTEGRATED SOLAR STREET LIGHT                           ,     26900.00,07/29/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007718700001  ,6M STRAIGHT LAMP POST                                       ,     25416.66,07/29/2022,LAMP POST                                         ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007718700002  ,6M STRAIGHT LAMP POST                                       ,     25416.66,07/29/2022,LAMP POST                                         ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007718700003  ,6M STRAIGHT LAMP POST                                       ,     25416.66,07/29/2022,LAMP POST                                         ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0007718700004  ,6M STRAIGHT LAMP POST                                       ,     25416.66,07/29/2022,LAMP POST                                         ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0000583000003       ,DESKTOP W/OUT OS & W/ REGULATOR MONITOR                     ,     25800.00,05/11/2016,COMPUTER                                          ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0000684100049       ,DELL MONITOR                                                ,      5000.00,08/08/2018,MONITOR                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0002487300002       ,COMPUTER SET-3                                              ,     16900.00,03/13/2017,COMPUTER                                          ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0003304400005       ,EPSON LQ310 USB/PARALLEL PRINTER                            ,     10950.00,07/20/2018,PRINTER                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0008-0001677800001  ,LOCKER CABINET 15 DOORS                                     ,     31132.13,09/02/2021,CABINET                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0000684100047       ,DELL MONITOR                                                ,      5000.00,08/08/2018,MONITOR                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0008-0003304400016  ,EPSON LQ310 USB/PARALLEL PRINTER                            ,     12200.00,06/25/2019,PRINTER                                           ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FA_TRAN             
0084-0007925300001  ,BIOMETRICS ZKTECO UA400 FINGERPRINT                         ,     12946.43,08/11/2022,BIOMETRICS                                        ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008117300001  ,EPSON L5290 SERIES AIO PRINTER                              ,     15395.00,09/02/2022,PRINTER                                           ,RICEMILL                      ,RICEMILL ADMIN                                    ,FA_TRAN             
0084-0008212500001  ,CONTAINER OFFICE                                            ,    188750.00,06/18/2022,OFFICE EQUIPMENT                                  ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008212500002  ,CONTAINER OFFICE                                            ,    188750.00,06/18/2022,OFFICE EQUIPMENT                                  ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700001  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700002  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700003  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700004  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700005  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700006  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700007  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700008  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700009  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700010  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700011  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700012  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700013  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700014  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
0084-0008247700015  ,2FF PRO LED FLOODLIGHT 200W DL G2 (FFL2200DL)               ,      6281.07,09/27/2022,LIGHTING FIXTURES                                 ,RICEMILL 2                    ,RICEMILL 2-ADMIN                                  ,FAACQ               
