barcode,desc,acost,adate,cat_type,locname,dept,status
0012-0008946000001  ,SINMAG SM-401 PADDLE                                        ,      3964.29,08/02/2023,SPARE PARTS                                       ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0008946100001  ,SINMAG SM-401 BOWL                                          ,     11496.43,08/02/2023,SPARE PARTS                                       ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0008946200001  ,SINMAG SM-401 WIREWHIP                                      ,      5153.57,08/02/2023,SPARE PARTS                                       ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0070-0007433100001  ,CELLPHONE SAMSUNG GALAXY A03                                ,      4821.43,03/07/2022,CELLPHONE                                         ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0012-0008577200001  ,CARRIER A/C 53CFE ASC REM 6HP                               ,     99553.57,08/18/2023,AIRCON                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0001697700001  ,BAND SEALER HORIZONTAL                                      ,     21428.57,10/02/2023,IMPULSE SEALER                                    ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0001697700002  ,BAND SEALER HORIZONTAL                                      ,     21428.57,10/02/2023,IMPULSE SEALER                                    ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009186700001  ,TORNADO INDUSTRIAL FAN 26""                                  ,      4459.82,10/20/2023,OTHERS                                            ,NOODLES FACTORY               ,NF-PRODUCTION                                     ,FA_TRAN             
0012-0009186700002  ,TORNADO INDUSTRIAL FAN 26""                                  ,      4459.82,10/20/2023,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009186700003  ,TORNADO INDUSTRIAL FAN 26""                                  ,      4459.82,10/20/2023,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009186700004  ,TORNADO INDUSTRIAL FAN 26""                                  ,      4459.82,10/20/2023,OTHERS                                            ,NOODLES FACTORY               ,NF-PRODUCTION                                     ,FA_TRAN             
0012-0009018500001  ,LOTUS INVERTER WELDER (PORTABLE) MACHINE                    ,      8495.00,10/23/2023,MACH. & EQUIPMENT                                 ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009180800001  ,FUSO CANTER ALUMINUM VAN PL#:GKS-516                        ,    237676.54,05/01/2002,VEHICLE                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FABB                
0012-0003074300001  ,OHAUS NEW VALOR 2000 COMPACT FOOD SCALE (6KG)               ,     11499.00,11/08/2023,WEIGHING SCALE                                    ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009115800001  ,OHAUS DEFENDER 3000 SERIES                                  ,     34375.00,11/08/2023,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0008028000001  ,AOC LCD 18.5"" E970SWN WLED MONITOR                          ,      2857.14,11/08/2023,MONITOR                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0008046000001  ,CPU SET FORTRESS ATX CASING W/ 700W PSU                     ,     15000.00,11/08/2023,CPU                                               ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0008712800002  ,TROLLEY-1 W/FOLDABLE HAND BLUE                              ,      4650.00,12/02/2023,STORE SUPPLIES                                    ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009268900001  ,MITS. FUSO CANTER FE85 CS#:HOE610 PL#:GBH-1909              ,   1589285.71,01/03/2024,VEHICLE                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0007928000001  ,STD. RIVETED ALUM. VAN BODY 18FTR PL#:GBH-1909              ,    258928.57,01/03/2024,VEHICLE                                           ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0007659500001  ,PUSH CART FOR MIXER BOWL                                    ,     13457.32,04/01/2023,CART                                              ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0004847200001  ,VIBRO SIFTER LS-450S NW MESH #12                            ,    158000.00,02/20/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009106700001  ,LS-450 MAGNET                                               ,     22000.00,02/20/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0000093700001  ,EMERGENCY LIGHT FIREFLY                                     ,      1607.14,03/02/2024,EMERGENCY LIGHT                                   ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0000093700002  ,EMERGENCY LIGHT FIREFLY                                     ,      1607.14,03/02/2024,EMERGENCY LIGHT                                   ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0000093700003  ,EMERGENCY LIGHT FIREFLY                                     ,      1607.14,03/02/2024,EMERGENCY LIGHT                                   ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0000093700004  ,EMERGENCY LIGHT FIREFLY                                     ,      1607.14,03/02/2024,EMERGENCY LIGHT                                   ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0007501300001  ,DIGITAL CLAMP METER                                         ,      5588.39,03/13/2024,CLAMP  METER                                      ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009464800001  ,PEDROLLO CENTRIFUGAL PUMP                                   ,     14550.00,03/13/2024,PUMP                                              ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0000003300001  ,PRESSURE WASHER 1.5HP KAWASAKI                              ,      7142.86,03/15/2024,PRESSURE WASHER                                   ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0008436700001  ,APPLE IPAD 9TH GEN WI-FI                                    ,     23214.29,03/15/2024,OFFICE EQUIPMENT                                  ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0026-0003869900053  ,CISCO UC PHONE 7821                                         ,      8571.43,12/05/2023,TELEPHONE                                         ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0012-0008451900002  ,HANNA FREE CHLORINE CHECKER-HC                              ,      5089.29,05/29/2024,TEST KIT                                          ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0005735500001  ,GRINDER STANLEY                                             ,      1874.00,06/03/2024,GRINDER                                           ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010096600001  ,CONDURA CFRZR CCF50051-18CF                                 ,     27674.11,06/10/2024,FREEZER/CHILLER                                   ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010021800001  ,UPRIGHT GLASS DOOR CHILLER 2-DOOR                           ,    125892.86,07/02/2024,CHILLER                                           ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0022-0003745900001  ,CLERICAL CHAIR W/ GASLIFT W/O ARMS                          ,      3353.00,11/20/2020,CHAIR                                             ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0003745900002  ,CLERICAL CHAIR W/ GASLIFT W/O ARMS                          ,      3353.00,11/20/2020,CHAIR                                             ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0003745900003  ,CLERICAL CHAIR W/ GASLIFT W/O ARMS                          ,      3353.00,11/20/2020,CHAIR                                             ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0003745900004  ,CLERICAL CHAIR W/ GASLIFT W/O ARMS                          ,      3353.00,11/20/2020,CHAIR                                             ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0003745900005  ,CLERICAL CHAIR W/ GASLIFT W/O ARMS                          ,      3353.00,11/20/2020,CHAIR                                             ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0003745900006  ,CLERICAL CHAIR W/ GASLIFT W/O ARMS                          ,      3353.00,11/20/2020,CHAIR                                             ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0003745900007  ,CLERICAL CHAIR W/ GASLIFT W/O ARMS                          ,      3353.00,11/20/2020,CHAIR                                             ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0008733800001  ,PRINTER HP DESKJET 6475                                     ,      6890.00,03/12/2021,PRINTER                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0009848000001  ,TROLLEY 1 W/ 3"" RUBBER WHEELS                               ,      2850.00,07/05/2024,TROLLEY-STAINLESS                                 ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0009848000002  ,TROLLEY 1 W/ 3"" RUBBER WHEELS                               ,      2850.00,07/05/2024,TROLLEY-STAINLESS                                 ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0009848000003  ,TROLLEY 1 W/ 3"" RUBBER WHEELS                               ,      2850.00,07/05/2024,TROLLEY-STAINLESS                                 ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0009848000004  ,TROLLEY 1 W/ 3"" RUBBER WHEELS                               ,      2850.00,07/05/2024,TROLLEY-STAINLESS                                 ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0022-0009848000005  ,TROLLEY 1 W/ 3"" RUBBER WHEELS                               ,      2850.00,07/05/2024,TROLLEY-STAINLESS                                 ,PEANUT KISSES                 ,PK-ADMIN                                          ,FA_TRAN             
0012-0001973800003  ,HAND SEALER 12"" IMPLUSE (HEAVY DUTY)                        ,      1875.00,08/08/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0001973800004  ,HAND SEALER 12"" IMPLUSE (HEAVY DUTY)                        ,      1875.00,08/08/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009186700005  ,TORNADO INDUSTRIAL FAN 26""                                  ,      4459.82,08/24/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0009186700006  ,TORNADO INDUSTRIAL FAN 26""                                  ,      4459.82,08/24/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0008702400001  ,AOC E970SWNL 18.5"" WLED MONITOR                             ,      2946.43,10/08/2024,MONITOR                                           ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010617300001  ,SAMSUNG GALAXY AO5 4+128GB                                  ,      5526.78,10/08/2024,CELLPHONE                                         ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010615300001  ,EMPRESS ST-50A (EWF-200) R.O SYSTEM                         ,     10900.00,11/18/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010615300002  ,EMPRESS ST-50A (EWF-200) R.O SYSTEM                         ,     10900.00,11/18/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010615400001  ,ULTRA VIOLET SET 2 GPM-W-120 (1/2"" MALE THREAD)             ,      5300.00,11/18/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010615400002  ,ULTRA VIOLET SET 2 GPM-W-120 (1/2"" MALE THREAD)             ,      5300.00,11/18/2024,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0000424500001  ,FILING CABINET 5 DRAWER VERTICAL                            ,      9732.14,11/18/2024,CABINET                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0000424500002  ,FILING CABINET 5 DRAWER VERTICAL                            ,      9732.14,11/18/2024,CABINET                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0000424500003  ,FILING CABINET 5 DRAWER VERTICAL                            ,      9732.14,11/18/2024,CABINET                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0000424500004  ,FILING CABINET 5 DRAWER VERTICAL                            ,      9732.14,11/18/2024,CABINET                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0000424500005  ,FILING CABINET 5 DRAWER VERTICAL                            ,      9732.14,11/18/2024,CABINET                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0000424500006  ,FILING CABINET 5 DRAWER VERTICAL                            ,      9732.14,11/18/2024,CABINET                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0011439200001  ,DCP-T720DW INK TANK PRINTER                                 ,     11562.50,02/04/2025,PRINTER                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0002327000001  ,PROPOSED SS RACK USING STAINLESS MATERIALS                  ,     19935.56,02/18/2025,RACK                                              ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0002327000002  ,PROPOSED SS RACK USING STAINLESS MATERIALS                  ,     19935.56,02/18/2025,RACK                                              ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0002327000003  ,PROPOSED SS RACK USING STAINLESS MATERIALS                  ,     19935.56,02/18/2025,RACK                                              ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0006013100001  ,NIKEN WEIGHING SCALE T7E-SS02                               ,     28000.00,03/01/2025,WEIGHING SCALE                                    ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0011563500001  ,MINI DATA LOGGER TESTO (174-H)                              ,      8718.75,03/12/2025,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0011563500002  ,MINI DATA LOGGER TESTO (174-H)                              ,      8718.75,03/12/2025,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0011563600001  ,SENZEINST INFRARED  (SI- 675)                               ,      6517.86,04/03/2025,OTHERS                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012096800001  ,BEELINK MINI S12 N95                                        ,     11160.72,05/05/2025,CPU                                               ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012096800002  ,BEELINK MINI S12 N95                                        ,     11160.72,05/05/2025,CPU                                               ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0010857100001  ,CARRIER A/C WCARZ008EC/EC1 0.75HP                           ,     12722.32,05/22/2025,AIRCON                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0011790600001  ,AOC 22B30HM2 21.5"" MONITOR 100HZ FHD (VGAHDMI)              ,      3437.50,06/11/2025,MONITOR                                           ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0008577200002  ,CARRIER A/C 53CFE ASC REM 6HP                               ,    103057.15,06/20/2025,AIRCON                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0008577200003  ,CARRIER A/C 53CFE ASC REM 6HP                               ,    103057.15,06/20/2025,AIRCON                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010625700001  ,VAULT 4-DOOR W/DROPSLOT 2G STORES                           ,     55803.57,07/03/2025,OTHERS                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0009186700007  ,TORNADO INDUSTRIAL FAN 26""                                  ,      5308.03,07/07/2025,OTHERS                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0011294000001  ,TORNADO BLASTER XLW                                         ,      5058.04,07/07/2025,FAN                                               ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0011241200001  ,FOOT SEALER MACHINE                                         ,     17857.14,07/22/2025,MACHINE TOOLS                                     ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0010410900001  ,CARRIER A/C FP53CAC012308 1.5 SPLIT TYPE                    ,     34775.00,09/16/2025,AIRCON                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0011870800001  ,ASAHI WF-WF2601 INDUSTRIAL 26 INCHES-BLACK                  ,      5352.68,06/27/2025,FAN                                               ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0011660700001  ,G.I MOVABLE PLATFORM-SCAFFOLDING                            ,    157215.72,10/07/2025,OTHERS                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012504200001  ,STAINLESS SINK (.50 X .50 X .50M)                           ,     13913.79,10/02/2025,OTHERS                                            ,PEANUT KISSES                 ,PK-PRODUCTION                                     ,FAACQ               
0012-0012290300001  ,24 PORTS POE SWITCH WITH SFP PORT (DS-3E0528HP-E)           ,     15089.63,09/17/2025,SWITCH                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290300002  ,24 PORTS POE SWITCH WITH SFP PORT (DS-3E0528HP-E)           ,     15089.63,09/17/2025,SWITCH                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400001  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400002  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400003  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400004  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400005  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400006  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400007  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400008  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400009  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400010  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400011  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400012  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400013  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400014  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400015  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400016  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
0012-0012290400017  ,DOME TYPE IP CAMERA (DS-2CD2143G2-IU(2.8MM)                 ,      3856.24,09/17/2025,CAMERA                                            ,PEANUT KISSES                 ,PK-ADMIN                                          ,FAACQ               
