barcode,desc,acost,adate,ast_type,cat_type,est_life,locname,dept,status
0001147200008       ,STAINLESS STEEL RACK OVEN 9LAYERS                           ,     33866.55,03/20/2010,OTHERS              ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147300001       ,STAINLESS STEEL RACK OVEN 11LAYERS                          ,         1.00,  /  /    ,OTHERS              ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147400001       ,STAINLESS STEEL RACK OVEN 12LAYERS                          ,     26835.20,08/09/2007,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147500001       ,STAINLESS STEEL RACK OVEN 12LAYERS                          ,     27381.60,11/16/2008,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147500002       ,STAINLESS STEEL RACK OVEN 12LAYERS                          ,     27381.60,11/16/2008,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147500003       ,STAINLESS STEEL RACK OVEN 12LAYERS                          ,     27381.60,11/16/2008,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147500004       ,STAINLESS STEEL RACK OVEN 12LAYERS                          ,     27381.60,11/16/2008,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147500005       ,STAINLESS STEEL RACK OVEN 12LAYERS                          ,     27381.60,11/16/2008,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147600001       ,STAINLESS STEEL RACK OVEN 15LAYERS                          ,     24522.00,01/25/2007,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147600002       ,STAINLESS STEEL RACK OVEN 15LAYERS                          ,     24522.00,01/25/2007,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147700001       ,STAINLESS STEEL RACK OVEN 15LAYERS                          ,     19617.60,08/09/2007,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147700002       ,STAINLESS STEEL RACK OVEN 15LAYERS                          ,     19617.60,08/09/2007,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147700003       ,STAINLESS STEEL RACK OVEN 15LAYERS                          ,     19617.60,08/09/2007,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
0001147700004       ,STAINLESS STEEL RACK OVEN 15LAYERS                          ,     19617.60,08/09/2007,FUR. & FIXT.        ,RACK                                              ,        10,BAKESHOP COMMISSARY           ,BSCOM-BAKING GROUP                                ,                    
