barcode,desc,acost,adate,ast_type,cat_type,est_life,locname,dept,status
0071-0008732200001  ,ASUKI WATERPROOF WEIGHING SCALE FW+30K                      ,     12142.86,09/06/2023,STR. EQPT.          ,WEIGHING SCALE                                    ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0008732200002  ,ASUKI WATERPROOF WEIGHING SCALE FW+30K                      ,     12142.86,09/06/2023,STR. EQPT.          ,WEIGHING SCALE                                    ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0008871400001  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400002  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400003  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400004  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400005  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400006  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400007  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400008  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400009  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400010  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400011  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400012  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400013  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400014  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400015  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400016  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400017  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400018  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400019  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871400020  ,CHAIR WITH SLOT FLOORING NATURAL COLOR                      ,      2500.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871600001  ,6 SEATER TABLE 180X80X76                                    ,      5726.65,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871600002  ,6 SEATER TABLE 180X80X76                                    ,      5726.65,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871600003  ,6 SEATER TABLE 180X80X76                                    ,      5726.65,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871600004  ,6 SEATER TABLE 180X80X76                                    ,      5726.65,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871600005  ,6 SEATER TABLE 180X80X76                                    ,      5726.65,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871600006  ,6 SEATER TABLE 180X80X76                                    ,      5726.65,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871800001  ,4 SEATER TABLE 120X80X76                                    ,      4940.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871800002  ,4 SEATER TABLE 120X80X76                                    ,      4940.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871800003  ,4 SEATER TABLE 120X80X76                                    ,      4940.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008871800004  ,4 SEATER TABLE 120X80X76                                    ,      4940.00,09/13/2023,FUR. & FIXT.        ,CHAIR                                             ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0004666900001  ,HAND TRUCK 10 X 1 EAGLE                                     ,      2550.00,10/12/2023,STR. EQPT.          ,HANDTRUCK                                         ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0007968400001  ,CPU SET CORE I3                                             ,     17550.00,10/10/2023,OFF. EQPT.          ,CPU                                               ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0007968400002  ,CPU SET CORE I3                                             ,     17550.00,10/10/2023,OFF. EQPT.          ,CPU                                               ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0008580100001  ,ACER K202HQL 19.5"" LED MONITOR                              ,      3550.00,10/10/2023,OFF. EQPT.          ,MONITOR                                           ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0008580100002  ,ACER K202HQL 19.5"" LED MONITOR                              ,      3550.00,10/10/2023,OFF. EQPT.          ,MONITOR                                           ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0077-0008569700001  ,FCU-1 42BHC600 5.0 TR                                       ,     49307.15,10/18/2023,MACH. & EQPT.       ,OTHERS                                            ,         7,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FAACQ               
0077-0008569700002  ,FCU-1 42BHC600 5.0 TR                                       ,     49307.15,10/18/2023,MACH. & EQPT.       ,OTHERS                                            ,         7,ROAST & TOAST FOODLINE INC.   ,AC-JOLLIBEE                                       ,FA_TRAN             
0071-0008166300001  ,EPSON ECOTANK L3210 AIO PRINTER                             ,      7852.68,12/07/2023,OFF. EQPT.          ,PRINTER                                           ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0001224100001  ,RICE COOKER(ROSEWOOD BIG)                                   ,      7857.14,11/25/2023,STR. EQPT.          ,RICE COOKER                                       ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0077-0007472200001  ,EMBRACO COMPRESSOR NUE 2155 GK                              ,      9821.43,01/22/2024,MACH. & EQPT.       ,COMPRESSOR                                        ,         3,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FAACQ               
0071-0006561200001  ,APSOFT POS V750 ALL-IN-ONE (TOUCH   SCREEN) TERMIN          ,     58035.71,01/22/2024,OFF. EQPT.          ,POS                                               ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0077-0009501400001  ,EUROSTAR DJM-40                                             ,      7410.49,01/08/2024,MACH. & EQPT.       ,PUMP                                              ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FAACQ               
0071-0009459900001  ,BOLZANO WATER PUMP                                          ,      2321.21,12/18/2023,MACH. & EQPT.       ,PUMP                                              ,         5,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0002067600001  ,HAND TRUCK                                                  ,      3930.54,01/31/2024,MACH. & EQPT.       ,HANDTRUCK                                         ,         4,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0007477900001  ,TAB SAMSUNG GALAXY A7 LITE (SM-T225)                        ,      8473.22,01/29/2024,OFF. EQPT.          ,TABLET                                            ,         2,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008756600001  ,ILLUME ALPHA WHITE (INSECT LIGHT TRAP)                      ,      5357.15,02/13/2024,ELEC. INTS. & EQPT. ,OTHERS                                            ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008756600002  ,ILLUME ALPHA WHITE (INSECT LIGHT TRAP)                      ,      5357.15,02/13/2024,ELEC. INTS. & EQPT. ,OTHERS                                            ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0077-0009238900001  ,CELLPHONE REALME C53 RMX3760 6GB/128GB                      ,      7141.96,02/21/2024,OFF. EQPT.          ,CELLPHONE                                         ,         3,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FAACQ               
0071-0009688500001  ,KONZERT SPEAKER BULILIT DOS                                 ,      9299.00,02/22/2024,STR. EQPT.          ,SPEAKER                                           ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008532800001  ,ASAHI WALL FAN WF-629 BLACK                                 ,      3112.95,04/13/2023,OFF. EQPT.          ,FAN                                               ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008532800002  ,ASAHI WALL FAN WF-629 BLACK                                 ,      3112.95,04/13/2023,OFF. EQPT.          ,FAN                                               ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008532800003  ,ASAHI WALL FAN WF-629 BLACK                                 ,      3112.95,04/13/2023,OFF. EQPT.          ,FAN                                               ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008532800004  ,ASAHI WALL FAN WF-629 BLACK                                 ,      3112.95,04/13/2023,OFF. EQPT.          ,FAN                                               ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008532800005  ,ASAHI WALL FAN WF-629 BLACK                                 ,      3112.95,04/13/2023,OFF. EQPT.          ,FAN                                               ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008532800006  ,ASAHI WALL FAN WF-629 BLACK                                 ,      3112.95,04/13/2023,OFF. EQPT.          ,FAN                                               ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0008532800007  ,ASAHI WALL FAN WF-629 BLACK                                 ,      3112.95,04/13/2023,OFF. EQPT.          ,FAN                                               ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0077-0000497200001  ,BLENDER OMNI BLEND 1 HEAVY DUTY JTC-767                     ,      8839.29,02/22/2024,STR. EQPT.          ,BLENDER                                           ,         3,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FAACQ               
0077-0006561200002  ,APSOFT POS V750 ALL-IN-ONE (TOUCH   SCREEN) TERMIN          ,     53571.43,02/22/2024,OFF. EQPT.          ,POS                                               ,         3,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FAACQ               
0071-0007472200002  ,EMBRACO COMPRESSOR NUE 2155 GK                              ,     10714.29,02/22/2024,MACH. & EQPT.       ,COMPRESSOR                                        ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0009238900002  ,CELLPHONE REALME C53 RMX3760 6GB/128GB                      ,      7141.96,03/06/2024,OFF. EQPT.          ,CELLPHONE                                         ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0000497200002  ,BLENDER OMNI BLEND 1 HEAVY DUTY JTC-767                     ,      8839.29,03/14/2024,STR. EQPT.          ,BLENDER                                           ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0004589000001  ,BURNER 2 OPEN TOP HIGH PRESSURE TUBULAR BRACING             ,     46000.00,03/19/2024,STR. EQPT.          ,BURNER                                            ,         5,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0007322500001  ,DELONGHI ECAM 110 MAGNIFICA S                               ,     41392.86,03/19/2024,STR. EQPT.          ,STORE EQUIPMENT                                   ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0077-0007472200003  ,EMBRACO COMPRESSOR NUE 2155 GK                              ,      9821.43,03/19/2024,MACH. & EQPT.       ,COMPRESSOR                                        ,         3,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FAACQ               
0071-0004846300001  ,WOODEN TRAY STAND                                           ,      3823.66,03/19/2024,FUR. & FIXT.        ,STAND                                             ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0004846300002  ,WOODEN TRAY STAND                                           ,      3823.66,03/19/2024,FUR. & FIXT.        ,STAND                                             ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0009699400001  ,HP LAPTOP 15S-FQ5216TU (8W8R5PA)                            ,     31241.07,04/02/2024,OFF. EQPT.          ,LAPTOP                                            ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0005744600001  ,PUMP BOOSTER 0.14KW 3102561                                 ,     28030.32,02/20/2020,MACH. & EQPT.       ,PUMP                                              ,         5,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0009974200001  ,EPSON LQ-310 DOT MATRIX PRINTER                             ,     13495.54,05/08/2024,OFF. EQPT.          ,PRINTER                                           ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0071-0000760300001  ,FUJIDENZO USHOWCASE SU110A                                  ,     20937.50,06/19/2024,MACH. & EQPT.       ,SHOWCASE                                          ,         3,PRAWN FARM                    ,PRAWN FARM-SOUTH FARM                             ,FAACQ               
0071-0010083600001  ,RICE WARMER                                                 ,      5803.57,06/21/2024,STR. EQPT.          ,WARMER                                            ,         5,CHARCOAL & CHOP FOODLINE INC. ,ICM-MEALTIME EXPRESS                              ,FA_TRAN             
0071-0007444400001  ,PRESSURE COOKER 21QTS                                       ,     23000.00,03/12/2022,STR. EQPT.          ,PRESSURE COOKER                                   ,         3,PRAWN FARM                    ,PRAWN FARM-ICM                                    ,FAACQ               
0077-0005293200001  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200002  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200003  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200004  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200005  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200006  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200007  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200008  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200009  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200010  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200011  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200012  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0005293200013  ,DINING TABLE SET                                            ,      3346.88,07/26/2019,FUR. & FIXT.        ,TABLE                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0010161300001  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,      2756.25,07/26/2019,FUR. & FIXT.        ,CHAIR                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0010161300002  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,      2756.25,07/26/2019,FUR. & FIXT.        ,CHAIR                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0010161300003  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,      2756.25,07/26/2019,FUR. & FIXT.        ,CHAIR                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0010161300004  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,      2756.25,07/26/2019,FUR. & FIXT.        ,CHAIR                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
0077-0010161300005  ,SPENCER CHAIR (METAL WIRE) BLACK                            ,      2756.25,07/26/2019,FUR. & FIXT.        ,CHAIR                                             ,         5,CHARCOAL & CHOP FOODLINE INC. ,AC-PRAWN FARM                                     ,FABB                
